resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
resultIDresultID20545,raceIDraceID346,driverIDdriverID20,consIDconsID9,5,1,7,7,7,6,52,36.734,5114934,52,3,01:32.0,230.6,1
resultIDresultID20546,raceIDraceID346,driverIDdriverID16,consIDconsID10,14,11,8,8,8,4,52,40.932,5119132,42,16,01:34.3,224.806,1
resultIDresultID20547,raceIDraceID346,driverIDdriverID30,consIDconsID131,3,10,9,9,9,2,52,41.599,5119799,47,15,01:34.2,225.203,1
resultIDresultID20548,raceIDraceID346,driverIDdriverID807,consIDconsID3,10,13,10,10,10,1,52,42.012,5120212,48,13,01:34.0,225.639,1
resultIDresultID20549,raceIDraceID346,driverIDdriverID24,consIDconsID10,15,20,11,11,11,0,52,42.459,5120659,51,14,01:34.0,225.569,1
resultIDresultID20550,raceIDraceID346,driverIDdriverID67,consIDconsID5,16,16,12,12,12,0,52,47.627,5125827,52,8,01:33.0,228.087,1
resultIDresultID20551,raceIDraceID346,driverIDdriverID808,consIDconsID4,12,15,13,13,13,0,52,59.374,5137574,52,5,01:32.5,229.311,1
resultIDresultID20552,raceIDraceID346,driverIDdriverID4,consIDconsID6,8,3,14,14,14,0,52,+1:02.385,5140585,52,1,01:30.9,233.373,1
resultIDresultID20553,raceIDraceID346,driverIDdriverID13,consIDconsID6,7,7,15,15,15,0,52,+1:07.489,5145689,52,2,01:31.6,231.407,1
resultIDresultID20554,raceIDraceID346,driverIDdriverID15,consIDconsID205,18,21,16,16,16,0,51,,,44,20,01:36.5,219.724,11
resultIDresultID20555,raceIDraceID346,driverIDdriverID5,consIDconsID205,19,18,17,17,17,0,51,,,48,18,01:36.3,220.336,11
resultIDresultID20556,raceIDraceID346,driverIDdriverID10,consIDconsID166,24,19,18,18,18,0,50,,,49,19,01:36.4,219.961,12
resultIDresultID20557,raceIDraceID346,driverIDdriverID812,consIDconsID164,20,23,19,19,19,0,50,,,40,23,01:38.8,214.656,12
resultIDresultID20558,raceIDraceID346,driverIDdriverID29,consIDconsID164,21,24,20,20,20,0,50,,,50,22,01:38.3,215.723,12
resultIDresultID20559,raceIDraceID346,driverIDdriverID153,consIDconsID5,17,17,,R,21,0,44,,,43,12,01:33.7,226.219,23
resultIDresultID20560,raceIDraceID346,driverIDdriverID37,consIDconsID15,22,9,,R,22,0,29,,,23,17,01:35.9,221.182,4
resultIDresultID20561,raceIDraceID346,driverIDdriverID9,consIDconsID4,11,6,,R,23,0,19,,,12,21,01:36.8,218.982,30
resultIDresultID20562,raceIDraceID346,driverIDdriverID810,consIDconsID166,25,22,,R,24,0,9,,,7,24,01:40.6,210.725,9
resultIDresultID20563,raceIDraceID347,driverIDdriverID4,consIDconsID6,8,2,1,1,1,25,67,27:38.9,5258864,66,2,01:15.9,217.005,1
resultIDresultID20564,raceIDraceID347,driverIDdriverID13,consIDconsID6,7,3,2,2,2,18,67,4.196,5263060,66,3,01:16.1,216.386,1
resultIDresultID20565,raceIDraceID347,driverIDdriverID20,consIDconsID9,5,1,3,3,3,15,67,5.121,5263985,67,1,01:15.8,217.166,1
resultIDresultID20566,raceIDraceID347,driverIDdriverID1,consIDconsID1,2,6,4,4,4,12,67,26.896,5285760,65,5,01:16.5,215.238,1
resultIDresultID20567,raceIDraceID347,driverIDdriverID18,consIDconsID1,1,5,5,5,5,10,67,29.482,5288346,65,4,01:16.5,215.385,1
resultIDresultID20568,raceIDraceID347,driverIDdriverID17,consIDconsID9,6,4,6,6,6,8,67,43.606,5302470,57,9,01:16.7,214.747,1
resultIDresultID20569,raceIDraceID347,driverIDdriverID9,consIDconsID4,11,7,7,7,7,6,66,,,62,16,01:17.2,213.389,11
resultIDresultID20570,raceIDraceID347,driverIDdriverID3,consIDconsID131,4,9,8,8,8,4,66,,,66,8,01:16.6,214.94,11
resultIDresultID20571,raceIDraceID347,driverIDdriverID30,consIDconsID131,3,11,9,9,9,2,66,,,66,14,01:17.1,213.605,11
resultIDresultID20572,raceIDraceID347,driverIDdriverID808,consIDconsID4,12,13,10,10,10,1,66,,,62,17,01:17.2,213.3,11
resultIDresultID20573,raceIDraceID347,driverIDdriverID155,consIDconsID15,23,12,11,11,11,0,66,,,63,15,01:17.1,213.571,11
resultIDresultID20574,raceIDraceID347,driverIDdriverID22,consIDconsID3,9,8,12,12,12,0,66,,,63,13,01:17.0,213.768,11
resultIDresultID20575,raceIDraceID347,driverIDdriverID807,consIDconsID3,10,10,13,13,13,0,66,,,61,11,01:16.8,214.305,11
resultIDresultID20576,raceIDraceID347,driverIDdriverID37,consIDconsID15,22,14,14,14,14,0,66,,,61,6,01:16.5,215.171,11
resultIDresultID20577,raceIDraceID347,driverIDdriverID153,consIDconsID5,17,15,15,15,15,0,66,,,66,12,01:17.0,213.929,11
resultIDresultID20578,raceIDraceID347,driverIDdriverID24,consIDconsID10,15,21,16,16,16,0,65,,,64,7,01:16.6,214.977,12
resultIDresultID20579,raceIDraceID347,driverIDdriverID16,consIDconsID10,14,19,17,17,17,0,65,,,65,10,01:16.7,214.722,12
resultIDresultID20580,raceIDraceID347,driverIDdriverID10,consIDconsID166,24,23,18,18,18,0,64,,,62,18,01:18.2,210.538,13
resultIDresultID20581,raceIDraceID347,driverIDdriverID811,consIDconsID164,21,20,19,19,19,0,63,,,57,21,01:20.9,203.638,14
resultIDresultID20582,raceIDraceID347,driverIDdriverID5,consIDconsID205,19,18,,R,20,0,56,,,51,19,01:20.7,204.135,4
resultIDresultID20583,raceIDraceID347,driverIDdriverID810,consIDconsID166,25,24,,R,21,0,50,,,49,20,01:20.7,204.037,6
resultIDresultID20584,raceIDraceID347,driverIDdriverID29,consIDconsID164,20,22,,R,22,0,19,,,16,22,01:23.5,197.105,5
resultIDresultID20585,raceIDraceID347,driverIDdriverID15,consIDconsID205,18,17,,R,23,0,3,,,2,23,02:14.5,122.47,6
resultIDresultID20586,raceIDraceID347,driverIDdriverID67,consIDconsID5,16,16,,R,24,0,1,,,,,,,4
resultIDresultID20587,raceIDraceID348,driverIDdriverID17,consIDconsID9,6,2,1,1,1,25,70,41:05.6,6065571,46,2,01:22.7,190.821,1
resultIDresultID20588,raceIDraceID348,driverIDdriverID4,consIDconsID6,8,3,2,2,2,18,70,17.821,6083392,67,4,01:23.2,189.573,1
resultIDresultID20589,raceIDraceID348,driverIDdriverID20,consIDconsID9,5,1,3,3,3,15,70,19.252,6084823,70,1,01:22.4,191.491,1
resultIDresultID20590,raceIDraceID348,driverIDdriverID13,consIDconsID6,7,4,4,4,4,12,70,27.474,6093045,69,5,01:23.3,189.269,1
resultIDresultID20591,raceIDraceID348,driverIDdriverID808,consIDconsID4,12,7,5,5,5,10,70,+1:13.192,6138763,61,6,01:23.8,188.207,1
resultIDresultID20592,raceIDraceID348,driverIDdriverID807,consIDconsID3,10,10,6,6,6,8,70,+1:16.723,6142294,66,7,01:24.2,187.302,1
resultIDresultID20593,raceIDraceID348,driverIDdriverID37,consIDconsID15,22,9,7,7,7,6,69,,,65,10,01:24.3,186.995,11
resultIDresultID20594,raceIDraceID348,driverIDdriverID18,consIDconsID1,1,11,8,8,8,4,69,,,61,8,01:24.2,187.3,11
resultIDresultID20595,raceIDraceID348,driverIDdriverID155,consIDconsID15,23,23,9,9,9,2,69,,,68,9,01:24.3,187.128,11
resultIDresultID20596,raceIDraceID348,driverIDdriverID22,consIDconsID3,9,12,10,10,10,1,69,,,68,3,01:22.8,190.452,11
resultIDresultID20597,raceIDraceID348,driverIDdriverID30,consIDconsID131,3,14,11,11,11,0,69,,,64,12,01:25.4,184.739,11
resultIDresultID20598,raceIDraceID348,driverIDdriverID67,consIDconsID5,16,15,12,12,12,0,69,,,58,13,01:25.4,184.573,11
resultIDresultID20599,raceIDraceID348,driverIDdriverID24,consIDconsID10,15,16,13,13,13,0,69,,,58,11,01:25.4,184.77,11
resultIDresultID20600,raceIDraceID348,driverIDdriverID5,consIDconsID205,19,19,14,14,14,0,67,,,64,18,01:27.5,180.335,13
resultIDresultID20601,raceIDraceID348,driverIDdriverID15,consIDconsID205,18,20,15,15,15,0,67,,,58,17,01:27.4,180.393,13
resultIDresultID20602,raceIDraceID348,driverIDdriverID10,consIDconsID166,24,18,16,16,16,0,67,,,59,19,01:27.7,179.889,13
resultIDresultID20603,raceIDraceID348,driverIDdriverID811,consIDconsID164,21,22,17,17,17,0,67,,,61,21,01:28.1,179.033,13
resultIDresultID20604,raceIDraceID348,driverIDdriverID810,consIDconsID166,25,21,18,18,18,0,66,,,62,16,01:27.3,180.686,14
resultIDresultID20605,raceIDraceID348,driverIDdriverID29,consIDconsID164,20,24,19,19,19,0,66,,,59,23,01:29.3,176.657,14
resultIDresultID20606,raceIDraceID348,driverIDdriverID1,consIDconsID1,2,5,,R,20,0,23,,,22,14,01:26.3,182.842,6
resultIDresultID20607,raceIDraceID348,driverIDdriverID9,consIDconsID4,11,8,,R,21,0,23,,,21,15,01:26.8,181.648,31
resultIDresultID20608,raceIDraceID348,driverIDdriverID3,consIDconsID131,4,6,,R,22,0,15,,,13,20,01:28.0,179.316,36
resultIDresultID20609,raceIDraceID348,driverIDdriverID16,consIDconsID10,14,13,,R,23,0,15,,,12,22,01:28.2,178.862,4
resultIDresultID20610,raceIDraceID348,driverIDdriverID153,consIDconsID5,17,17,,R,24,0,1,,,,,,,5
resultIDresultID20611,raceIDraceID349,driverIDdriverID1,consIDconsID1,2,2,1,1,1,25,44,29:04.3,5344268,32,1,01:49.1,231.178,1
resultIDresultID20612,raceIDraceID349,driverIDdriverID17,consIDconsID9,6,1,2,2,2,18,44,1.571,5345839,32,2,01:49.4,230.489,1
resultIDresultID20613,raceIDraceID349,driverIDdriverID9,consIDconsID4,11,3,3,3,3,15,44,3.493,5347761,29,3,01:49.8,229.624,1
resultIDresultID20614,raceIDraceID349,driverIDdriverID13,consIDconsID6,7,6,4,4,4,12,44,8.264,5352532,26,4,01:50.1,228.99,1
resultIDresultID20615,raceIDraceID349,driverIDdriverID16,consIDconsID10,14,8,5,5,5,10,44,9.094,5353362,25,5,01:50.5,228.232,1
resultIDresultID20616,raceIDraceID349,driverIDdriverID3,consIDconsID131,4,14,6,6,6,8,44,12.359,5356627,31,10,01:51.7,225.757,1
resultIDresultID20617,raceIDraceID349,driverIDdriverID30,consIDconsID131,3,21,7,7,7,6,44,15.548,5359816,32,13,01:51.9,225.301,1
resultIDresultID20618,raceIDraceID349,driverIDdriverID155,consIDconsID15,23,17,8,8,8,4,44,16.678,5360946,29,11,01:51.7,225.634,1
resultIDresultID20619,raceIDraceID349,driverIDdriverID808,consIDconsID4,12,23,9,9,9,2,44,23.851,5368119,32,7,01:51.2,226.799,1
resultIDresultID20620,raceIDraceID349,driverIDdriverID24,consIDconsID10,15,12,10,10,10,1,44,34.831,5379099,31,14,01:52.3,224.593,1
resultIDresultID20621,raceIDraceID349,driverIDdriverID37,consIDconsID15,22,24,11,11,11,0,44,36.019,5380287,31,15,01:52.5,224.054,1
resultIDresultID20622,raceIDraceID349,driverIDdriverID67,consIDconsID5,16,16,12,12,12,0,44,39.895,5384163,30,17,01:53.0,223.203,1
resultIDresultID20623,raceIDraceID349,driverIDdriverID153,consIDconsID5,17,11,13,13,13,0,44,49.457,5393725,31,9,01:51.6,225.984,1
resultIDresultID20624,raceIDraceID349,driverIDdriverID807,consIDconsID3,10,9,14,14,14,0,43,,,28,12,01:51.9,225.402,11
resultIDresultID20625,raceIDraceID349,driverIDdriverID20,consIDconsID9,5,4,15,15,15,0,43,,,22,6,01:50.9,227.427,11
resultIDresultID20626,raceIDraceID349,driverIDdriverID5,consIDconsID205,19,13,16,16,16,0,43,,,23,22,01:55.8,217.746,11
resultIDresultID20627,raceIDraceID349,driverIDdriverID810,consIDconsID166,25,22,17,17,17,0,43,,,25,21,01:55.7,217.919,11
resultIDresultID20628,raceIDraceID349,driverIDdriverID10,consIDconsID166,24,20,18,18,18,0,43,,,31,19,01:55.3,218.745,11
resultIDresultID20629,raceIDraceID349,driverIDdriverID15,consIDconsID205,18,15,19,19,19,0,43,,,24,18,01:55.1,219.059,11
resultIDresultID20630,raceIDraceID349,driverIDdriverID29,consIDconsID164,20,19,20,20,20,0,42,,,31,20,01:55.5,218.336,12
resultIDresultID20631,raceIDraceID349,driverIDdriverID4,consIDconsID6,8,10,,R,21,0,37,,,29,8,01:51.4,226.393,3
resultIDresultID20632,raceIDraceID349,driverIDdriverID18,consIDconsID1,1,5,,R,22,0,15,,,6,16,01:52.9,223.375,4
resultIDresultID20633,raceIDraceID349,driverIDdriverID811,consIDconsID164,21,18,,R,23,0,5,,,5,23,02:20.2,179.844,31
resultIDresultID20634,raceIDraceID349,driverIDdriverID22,consIDconsID3,9,7,,R,24,0,0,,,,,,,4
resultIDresultID20635,raceIDraceID350,driverIDdriverID4,consIDconsID6,8,1,1,1,1,25,53,16:24.6,4584572,52,1,01:24.1,247.861,1
resultIDresultID20636,raceIDraceID350,driverIDdriverID18,consIDconsID1,1,2,2,2,2,18,53,2.938,4587510,46,8,01:24.6,246.516,1
resultIDresultID20637,raceIDraceID350,driverIDdriverID13,consIDconsID6,7,3,3,3,3,15,53,4.223,4588795,51,6,01:24.6,246.583,1
resultIDresultID20638,raceIDraceID350,driverIDdriverID20,consIDconsID9,5,6,4,4,4,12,53,28.196,4612768,50,4,01:24.5,246.822,1
resultIDresultID20639,raceIDraceID350,driverIDdriverID3,consIDconsID131,4,7,5,5,5,10,53,29.942,4614514,52,3,01:24.5,246.828,1
resultIDresultID20640,raceIDraceID350,driverIDdriverID17,consIDconsID9,6,4,6,6,6,8,53,31.276,4615848,52,2,01:24.3,247.452,1
resultIDresultID20641,raceIDraceID350,driverIDdriverID807,consIDconsID3,10,8,7,7,7,6,53,32.812,4617384,52,7,01:24.6,246.58,1
resultIDresultID20642,raceIDraceID350,driverIDdriverID9,consIDconsID4,11,9,8,8,8,4,53,34.028,4618600,48,5,01:24.6,246.627,1
resultIDresultID20643,raceIDraceID350,driverIDdriverID30,consIDconsID131,3,12,9,9,9,2,53,44.948,4629520,49,11,01:24.9,245.503,1
resultIDresultID20644,raceIDraceID350,driverIDdriverID22,consIDconsID3,9,10,10,10,10,1,53,+1:04.213,4648785,48,14,01:25.2,244.662,1
resultIDresultID20645,raceIDraceID350,driverIDdriverID67,consIDconsID5,16,14,11,11,11,0,53,+1:05.056,4649628,51,13,01:25.2,244.705,1
resultIDresultID20646,raceIDraceID350,driverIDdriverID24,consIDconsID10,15,19,12,12,12,0,53,+1:06.106,4650678,51,12,01:25.1,245.056,1
resultIDresultID20647,raceIDraceID350,driverIDdriverID808,consIDconsID4,12,20,13,13,13,0,53,+1:18.919,4663491,53,9,01:24.6,246.382,1
resultIDresultID20648,raceIDraceID350,driverIDdriverID37,consIDconsID15,22,16,14,14,14,0,52,,,47,16,01:26.3,241.584,11
resultIDresultID20649,raceIDraceID350,driverIDdriverID153,consIDconsID5,17,15,15,15,15,0,52,,,51,15,01:25.5,243.995,11
resultIDresultID20650,raceIDraceID350,driverIDdriverID16,consIDconsID10,14,11,16,16,16,0,52,,,51,10,01:24.9,245.532,11
resultIDresultID20651,raceIDraceID350,driverIDdriverID10,consIDconsID166,24,24,17,17,17,0,51,,,50,17,01:27.8,237.62,12
resultIDresultID20652,raceIDraceID350,driverIDdriverID5,consIDconsID205,19,18,18,18,18,0,51,,,50,18,01:27.8,237.466,12
resultIDresultID20653,raceIDraceID350,driverIDdriverID29,consIDconsID164,20,23,19,19,19,0,51,,,45,20,01:28.9,234.653,12
resultIDresultID20654,raceIDraceID350,driverIDdriverID810,consIDconsID166,25,21,20,20,20,0,50,,,46,19,01:28.2,236.526,13
resultIDresultID20655,raceIDraceID350,driverIDdriverID15,consIDconsID205,18,17,,R,21,0,46,,,30,21,01:29.0,234.278,5
resultIDresultID20656,raceIDraceID350,driverIDdriverID811,consIDconsID164,21,22,,R,22,0,11,,,10,22,01:30.9,229.476,31
resultIDresultID20657,raceIDraceID350,driverIDdriverID1,consIDconsID1,2,5,,R,23,0,0,,,,,,,4
resultIDresultID20658,raceIDraceID350,driverIDdriverID155,consIDconsID15,23,13,,R,24,0,0,,,,,,,6
resultIDresultID20659,raceIDraceID351,driverIDdriverID4,consIDconsID6,8,1,1,1,1,25,61,57:53.6,7073579,58,1,01:48.0,169.137,1
resultIDresultID20660,raceIDraceID351,driverIDdriverID20,consIDconsID9,5,2,2,2,2,18,61,0.293,7073872,59,2,01:48.1,168.879,1
resultIDresultID20661,raceIDraceID351,driverIDdriverID17,consIDconsID9,6,5,3,3,3,15,61,29.141,7102720,54,5,01:49.7,166.47,1
resultIDresultID20662,raceIDraceID351,driverIDdriverID18,consIDconsID1,1,4,4,4,4,12,61,30.384,7103963,61,7,01:49.7,166.462,1
resultIDresultID20663,raceIDraceID351,driverIDdriverID3,consIDconsID131,4,7,5,5,5,10,61,49.394,7122973,55,8,01:50.1,165.837,1
resultIDresultID20664,raceIDraceID351,driverIDdriverID22,consIDconsID3,9,6,6,6,6,8,61,56.101,7129680,52,9,01:50.3,165.522,1
resultIDresultID20665,raceIDraceID351,driverIDdriverID9,consIDconsID4,11,8,7,7,7,6,61,+1:26.559,7160138,56,3,01:49.3,167.157,1
resultIDresultID20666,raceIDraceID351,driverIDdriverID13,consIDconsID6,7,24,8,8,8,4,61,+1:53.297,7186876,45,12,01:52.1,162.945,1
resultIDresultID20667,raceIDraceID351,driverIDdriverID16,consIDconsID10,14,15,9,9,9,2,61,+2:02.416,7195995,45,15,01:52.5,162.374,1
resultIDresultID20668,raceIDraceID351,driverIDdriverID807,consIDconsID3,10,17,10,10,10,1,61,+2:12.791,7206370,45,13,01:52.2,162.751,1
resultIDresultID20669,raceIDraceID351,driverIDdriverID808,consIDconsID4,12,12,11,11,11,0,60,,,46,11,01:51.9,163.202,11
resultIDresultID20670,raceIDraceID351,driverIDdriverID153,consIDconsID5,17,11,12,12,12,0,60,,,43,14,01:52.3,162.577,11
resultIDresultID20671,raceIDraceID351,driverIDdriverID30,consIDconsID131,3,9,13,13,13,0,60,,,54,4,01:49.7,166.509,11
resultIDresultID20672,raceIDraceID351,driverIDdriverID67,consIDconsID5,16,13,14,14,14,0,60,,,59,6,01:49.7,166.464,11
resultIDresultID20673,raceIDraceID351,driverIDdriverID810,consIDconsID166,25,20,15,15,15,0,59,,,55,17,01:52.5,162.317,12
resultIDresultID20674,raceIDraceID351,driverIDdriverID5,consIDconsID205,19,19,16,16,16,0,58,,,53,18,01:53.1,161.544,5
resultIDresultID20675,raceIDraceID351,driverIDdriverID10,consIDconsID166,24,18,,R,17,0,49,,,38,19,01:53.6,160.822,9
resultIDresultID20676,raceIDraceID351,driverIDdriverID2,consIDconsID15,22,14,,R,18,0,36,,,29,16,01:52.5,162.372,4
resultIDresultID20677,raceIDraceID351,driverIDdriverID1,consIDconsID1,2,3,,R,19,0,35,,,31,10,01:50.7,164.901,4
resultIDresultID20678,raceIDraceID351,driverIDdriverID32,consIDconsID164,20,22,,R,20,0,31,,,23,22,01:57.8,155.077,9
resultIDresultID20679,raceIDraceID351,driverIDdriverID155,consIDconsID15,23,10,,R,21,0,30,,,22,20,01:54.0,160.26,3
resultIDresultID20680,raceIDraceID351,driverIDdriverID811,consIDconsID164,21,23,,R,22,0,29,,,19,23,01:58.0,154.819,3
resultIDresultID20681,raceIDraceID351,driverIDdriverID15,consIDconsID205,18,21,,R,23,0,27,,,20,21,01:56.4,156.915,9
resultIDresultID20682,raceIDraceID351,driverIDdriverID24,consIDconsID10,15,16,,R,24,0,1,,,,,,,4
resultIDresultID20683,raceIDraceID352,driverIDdriverID20,consIDconsID9,5,1,1,1,1,25,53,30:27.3,5427323,51,3,01:33.7,223.219,1
resultIDresultID20684,raceIDraceID352,driverIDdriverID17,consIDconsID9,6,2,2,2,2,18,53,0.905,5428228,53,1,01:33.5,223.647,1
resultIDresultID20685,raceIDraceID352,driverIDdriverID4,consIDconsID6,8,4,3,3,3,15,53,2.721,5430044,53,4,01:33.8,222.815,1
resultIDresultID20686,raceIDraceID352,driverIDdriverID18,consIDconsID1,1,5,4,4,4,12,53,13.522,5440845,53,2,01:33.5,223.515,1
resultIDresultID20687,raceIDraceID352,driverIDdriverID1,consIDconsID1,2,8,5,5,5,10,53,39.595,5466918,35,9,01:35.2,219.633,1
resultIDresultID20688,raceIDraceID352,driverIDdriverID30,consIDconsID131,3,10,6,6,6,8,53,59.933,5487256,52,7,01:34.9,220.395,1
resultIDresultID20689,raceIDraceID352,driverIDdriverID155,consIDconsID15,23,14,7,7,7,6,53,+1:04.038,5491361,50,6,01:34.5,221.251,1
resultIDresultID20690,raceIDraceID352,driverIDdriverID2,consIDconsID15,22,11,8,8,8,4,53,+1:09.648,5496971,52,10,01:35.5,218.854,1
resultIDresultID20691,raceIDraceID352,driverIDdriverID22,consIDconsID3,9,7,9,9,9,2,53,+1:10.846,5498169,53,11,01:35.6,218.68,1
resultIDresultID20692,raceIDraceID352,driverIDdriverID67,consIDconsID5,16,18,10,10,10,1,53,+1:12.806,5500129,52,8,01:35.1,219.786,1
resultIDresultID20693,raceIDraceID352,driverIDdriverID153,consIDconsID5,17,16,11,11,11,0,52,,,49,5,01:34.4,221.535,11
resultIDresultID20694,raceIDraceID352,driverIDdriverID5,consIDconsID205,19,20,12,12,12,0,52,,,51,14,01:37.6,214.148,11
resultIDresultID20695,raceIDraceID352,driverIDdriverID15,consIDconsID205,18,19,13,13,13,0,51,,,28,15,01:39.7,209.66,12
resultIDresultID20696,raceIDraceID352,driverIDdriverID10,consIDconsID166,24,22,14,14,14,0,51,,,51,17,01:39.8,209.443,12
resultIDresultID20697,raceIDraceID352,driverIDdriverID811,consIDconsID164,21,23,15,15,15,0,51,,,49,18,01:40.3,208.366,12
resultIDresultID20698,raceIDraceID352,driverIDdriverID29,consIDconsID164,20,24,16,16,16,0,50,,,33,16,01:39.8,209.458,13
resultIDresultID20699,raceIDraceID352,driverIDdriverID3,consIDconsID131,4,6,,R,17,0,47,,,44,12,01:36.1,217.517,22
resultIDresultID20700,raceIDraceID352,driverIDdriverID16,consIDconsID10,14,15,,R,18,0,44,,,43,13,01:36.3,217.041,44
resultIDresultID20701,raceIDraceID352,driverIDdriverID9,consIDconsID4,11,3,,R,19,0,2,,,2,19,02:41.4,129.541,36
resultIDresultID20702,raceIDraceID352,driverIDdriverID807,consIDconsID3,10,9,,R,20,0,0,,,,,,,3
resultIDresultID20703,raceIDraceID352,driverIDdriverID13,consIDconsID6,7,12,,R,21,0,0,,,,,,,3
resultIDresultID20704,raceIDraceID352,driverIDdriverID808,consIDconsID4,12,13,,R,22,0,0,,,,,,,3
resultIDresultID20705,raceIDraceID352,driverIDdriverID24,consIDconsID10,15,17,,R,23,0,0,,,,,,,3
resultIDresultID20706,raceIDraceID352,driverIDdriverID810,consIDconsID166,25,21,,R,24,0,0,,,,,,,22
resultIDresultID20707,raceIDraceID353,driverIDdriverID4,consIDconsID6,8,3,1,1,1,25,55,48:20.8,10100810,42,1,01:50.3,183.335,1
resultIDresultID20708,raceIDraceID353,driverIDdriverID1,consIDconsID1,2,4,2,2,2,18,55,14.999,10115809,42,3,01:50.4,183.048,1
resultIDresultID20709,raceIDraceID353,driverIDdriverID13,consIDconsID6,7,6,3,3,3,15,55,30.868,10131678,44,4,01:50.5,182.928,1
resultIDresultID20710,raceIDraceID353,driverIDdriverID30,consIDconsID131,3,9,4,4,4,12,55,39.688,10140498,43,8,01:51.8,180.748,1
resultIDresultID20711,raceIDraceID353,driverIDdriverID9,consIDconsID4,11,8,5,5,5,10,55,47.734,10148544,45,7,01:51.6,181.122,1
resultIDresultID20712,raceIDraceID353,driverIDdriverID24,consIDconsID10,15,17,6,6,6,8,55,53.571,10154381,45,5,01:51.4,181.501,1
resultIDresultID20713,raceIDraceID353,driverIDdriverID22,consIDconsID3,9,10,7,7,7,6,55,+1:09.257,10170067,45,6,01:51.6,181.187,1
resultIDresultID20714,raceIDraceID353,driverIDdriverID155,consIDconsID15,23,12,8,8,8,4,55,+1:17.889,10178699,42,14,01:53.1,178.748,1
resultIDresultID20715,raceIDraceID353,driverIDdriverID2,consIDconsID15,22,13,9,9,9,2,55,+1:20.107,10180917,42,15,01:53.3,178.469,1
resultIDresultID20716,raceIDraceID353,driverIDdriverID807,consIDconsID3,10,11,10,10,10,1,55,+1:20.851,10181661,43,10,01:52.0,180.511,1
resultIDresultID20717,raceIDraceID353,driverIDdriverID153,consIDconsID5,17,15,11,11,11,0,55,+1:24.146,10184956,43,9,01:52.0,180.543,1
resultIDresultID20718,raceIDraceID353,driverIDdriverID18,consIDconsID1,1,7,12,12,12,0,55,+1:29.939,10190749,42,11,01:52.2,180.171,1
resultIDresultID20719,raceIDraceID353,driverIDdriverID5,consIDconsID205,19,21,13,13,13,0,54,,,43,16,01:55.0,175.746,11
resultIDresultID20720,raceIDraceID353,driverIDdriverID811,consIDconsID164,21,24,14,14,14,0,53,,,30,20,01:59.3,169.452,12
resultIDresultID20721,raceIDraceID353,driverIDdriverID29,consIDconsID164,20,23,15,15,15,0,53,,,36,19,01:58.3,170.851,12
resultIDresultID20722,raceIDraceID353,driverIDdriverID16,consIDconsID10,14,14,,R,16,0,46,,,40,12,01:52.6,179.518,4
resultIDresultID20723,raceIDraceID353,driverIDdriverID20,consIDconsID9,5,1,,R,17,0,45,,,44,2,01:50.4,183.139,5
resultIDresultID20724,raceIDraceID353,driverIDdriverID808,consIDconsID4,12,20,,R,18,0,39,,,39,13,01:53.0,178.835,3
resultIDresultID20725,raceIDraceID353,driverIDdriverID10,consIDconsID166,24,19,,R,19,0,31,,,29,18,01:58.1,171.157,4
resultIDresultID20726,raceIDraceID353,driverIDdriverID67,consIDconsID5,16,16,,R,20,0,30,,,27,17,01:56.8,173.112,4
resultIDresultID20727,raceIDraceID353,driverIDdriverID810,consIDconsID166,25,22,,R,21,0,25,,,25,23,02:02.6,164.83,3
resultIDresultID20728,raceIDraceID353,driverIDdriverID15,consIDconsID205,18,18,,R,22,0,25,,,20,24,02:05.2,161.503,9
resultIDresultID20729,raceIDraceID353,driverIDdriverID17,consIDconsID9,6,2,,R,23,0,18,,,18,21,02:00.0,168.414,3
resultIDresultID20730,raceIDraceID353,driverIDdriverID3,consIDconsID131,4,5,,R,24,0,18,,,18,22,02:00.7,167.539,4
resultIDresultID20731,raceIDraceID354,driverIDdriverID20,consIDconsID9,5,2,1,1,1,25,71,33:11.8,5591803,70,6,01:14.3,208.828,1
resultIDresultID20732,raceIDraceID354,driverIDdriverID17,consIDconsID9,6,3,2,2,2,18,71,4.243,5596046,69,4,01:14.0,209.493,1
resultIDresultID20733,raceIDraceID354,driverIDdriverID4,consIDconsID6,8,5,3,3,3,15,71,6.807,5598610,67,2,01:13.9,210.038,1
resultIDresultID20734,raceIDraceID354,driverIDdriverID1,consIDconsID1,2,4,4,4,4,12,71,14.634,5606437,66,1,01:13.9,210.049,1
resultIDresultID20735,raceIDraceID354,driverIDdriverID18,consIDconsID1,1,11,5,5,5,10,71,15.593,5607396,71,3,01:13.9,209.819,1
resultIDresultID20736,raceIDraceID354,driverIDdriverID3,consIDconsID131,4,13,6,6,6,8,71,35.32,5627123,65,5,01:14.2,209.107,1
resultIDresultID20737,raceIDraceID354,driverIDdriverID30,consIDconsID131,3,8,7,7,7,6,71,43.456,5635259,71,12,01:15.2,206.229,1
resultIDresultID20738,raceIDraceID354,driverIDdriverID807,consIDconsID3,10,1,8,8,8,4,70,,,70,8,01:15.0,206.873,11
resultIDresultID20739,raceIDraceID354,driverIDdriverID9,consIDconsID4,11,7,9,9,9,2,70,,,61,11,01:15.2,206.388,11
