driverStandingsId,raceId,driverId,points,position,positionText,wins
driverStandID52855,raceID689,driverID389,1,21,21,0
driverStandID52854,raceID689,driverID388,2,16,16,0
driverStandID52853,raceID689,driverID375,1,20,20,0
driverStandID52852,raceID689,driverID387,2,18,18,0
driverStandID52851,raceID689,driverID386,0,42,42,0
driverStandID52850,raceID689,driverID306,0,23,23,0
driverStandID52849,raceID689,driverID359,0,38,38,0
driverStandID52848,raceID689,driverID385,0,29,29,0
driverStandID52847,raceID689,driverID360,3,14,14,0
driverStandID52846,raceID689,driverID278,20,5,5,0
driverStandID52845,raceID689,driverID328,10,9,9,0
driverStandID52844,raceID689,driverID289,15,7,7,0
driverStandID52843,raceID689,driverID373,41,3,3,4
driverStandID52842,raceID689,driverID347,3,15,15,0
driverStandID52841,raceID689,driverID374,9,10,10,0
driverStandID52840,raceID689,driverID358,6,13,13,0
driverStandID52839,raceID689,driverID346,6,12,12,0
driverStandID52838,raceID689,driverID364,13,8,8,1
driverStandID52837,raceID689,driverID361,0,31,31,0
driverStandID52836,raceID689,driverID368,0,33,33,0
driverStandID52834,raceID689,driverID293,0,30,30,0
driverStandID52831,raceID689,driverID304,51,1,1,2
driverStandID52829,raceID689,driverID340,6,11,11,0
driverStandID48757,raceID690,driverID383,0,16,16,0
driverStandID48756,raceID690,driverID360,0,15,15,0
driverStandID48755,raceID690,driverID304,0,14,14,0
driverStandID48754,raceID690,driverID341,0,13,13,0
driverStandID48753,raceID690,driverID356,0,12,12,0
driverStandID48752,raceID690,driverID374,0,11,11,0
driverStandID48751,raceID690,driverID346,0,10,10,0
driverStandID48750,raceID690,driverID358,0,9,9,0
driverStandID48749,raceID690,driverID373,0,8,8,0
driverStandID48748,raceID690,driverID347,0,7,7,0
driverStandID48747,raceID690,driverID389,0,6,6,0
driverStandID48746,raceID690,driverID386,0,5,5,0
driverStandID48745,raceID690,driverID396,3,4,4,0
driverStandID48744,raceID690,driverID289,4,3,3,0
driverStandID48743,raceID690,driverID385,6,2,2,0
driverStandID48742,raceID690,driverID328,9,1,1,1
driverStandID48776,raceID691,driverID398,0,19,19,0
driverStandID48775,raceID691,driverID397,0,18,18,0
driverStandID48774,raceID691,driverID364,0,11,11,0
driverStandID48773,raceID691,driverID383,0,17,17,0
driverStandID48772,raceID691,driverID360,0,16,16,0
driverStandID48771,raceID691,driverID304,0,15,15,0
driverStandID48770,raceID691,driverID341,9,3,3,1
driverStandID48769,raceID691,driverID356,3,6,6,0
driverStandID48768,raceID691,driverID374,0,13,13,0
driverStandID48767,raceID691,driverID346,0,14,14,0
driverStandID48766,raceID691,driverID358,6,4,4,0
driverStandID48765,raceID691,driverID373,0,12,12,0
driverStandID48764,raceID691,driverID347,0,10,10,0
driverStandID48763,raceID691,driverID389,0,9,9,0
driverStandID48762,raceID691,driverID386,2,8,8,0
driverStandID48761,raceID691,driverID396,3,7,7,0
driverStandID48760,raceID691,driverID289,4,5,5,0
driverStandID48759,raceID691,driverID385,10,1,1,0
driverStandID48758,raceID691,driverID328,9,2,2,1
driverStandID48799,raceID692,driverID345,0,20,20,0
driverStandID48798,raceID692,driverID278,0,14,14,0
driverStandID48797,raceID692,driverID399,1,12,12,0
driverStandID48796,raceID692,driverID387,6,6,6,0
driverStandID48795,raceID692,driverID398,0,23,23,0
driverStandID48794,raceID692,driverID397,0,22,22,0
driverStandID48793,raceID692,driverID364,2,11,11,0
driverStandID48792,raceID692,driverID383,0,13,13,0
driverStandID48791,raceID692,driverID360,0,21,21,0
driverStandID48790,raceID692,driverID304,4,8,8,0
driverStandID48789,raceID692,driverID341,9,4,4,1
driverStandID48788,raceID692,driverID356,12,1,1,1
driverStandID48787,raceID692,driverID374,0,18,18,0
driverStandID48786,raceID692,driverID346,0,19,19,0
driverStandID48785,raceID692,driverID358,9,5,5,0
driverStandID48784,raceID692,driverID373,0,17,17,0
driverStandID48783,raceID692,driverID347,0,16,16,0
driverStandID48782,raceID692,driverID389,0,15,15,0
driverStandID48781,raceID692,driverID386,2,10,10,0
driverStandID48780,raceID692,driverID396,3,9,9,0
driverStandID48779,raceID692,driverID289,4,7,7,0
driverStandID48778,raceID692,driverID385,10,2,2,0
driverStandID48777,raceID692,driverID328,9,3,3,1
driverStandID48825,raceID693,driverID401,0,26,26,0
driverStandID48824,raceID693,driverID400,0,19,19,0
driverStandID48823,raceID693,driverID388,0,16,16,0
driverStandID48822,raceID693,driverID345,0,23,23,0
driverStandID48821,raceID693,driverID278,0,17,17,0
driverStandID48820,raceID693,driverID399,1,13,13,0
driverStandID48819,raceID693,driverID387,6,8,8,0
driverStandID48818,raceID693,driverID398,0,25,25,0
driverStandID48817,raceID693,driverID397,0,24,24,0
driverStandID48816,raceID693,driverID364,2,12,12,0
driverStandID48815,raceID693,driverID383,0,15,15,0
driverStandID48814,raceID693,driverID360,1,14,14,0
driverStandID48813,raceID693,driverID304,10,4,4,0
driverStandID48812,raceID693,driverID341,9,6,6,1
driverStandID48811,raceID693,driverID356,21,1,1,2
driverStandID48810,raceID693,driverID374,0,21,21,0
driverStandID48809,raceID693,driverID346,0,22,22,0
driverStandID48808,raceID693,driverID358,11,2,2,0
driverStandID48807,raceID693,driverID373,3,10,10,0
driverStandID48806,raceID693,driverID347,0,20,20,0
driverStandID48805,raceID693,driverID389,0,18,18,0
driverStandID48804,raceID693,driverID386,2,11,11,0
driverStandID48803,raceID693,driverID396,3,9,9,0
driverStandID48802,raceID693,driverID289,8,7,7,0
driverStandID48801,raceID693,driverID385,10,3,3,0
driverStandID48800,raceID693,driverID328,9,5,5,1
driverStandID48851,raceID694,driverID401,0,26,26,0
driverStandID48850,raceID694,driverID400,0,21,21,0
driverStandID48849,raceID694,driverID388,0,18,18,0
driverStandID48848,raceID694,driverID345,0,23,23,0
driverStandID48847,raceID694,driverID278,0,19,19,0
driverStandID48846,raceID694,driverID399,1,14,14,0
driverStandID48845,raceID694,driverID387,6,9,9,0
driverStandID48844,raceID694,driverID398,0,25,25,0
driverStandID48843,raceID694,driverID397,0,24,24,0
driverStandID48842,raceID694,driverID364,2,12,12,0
driverStandID48841,raceID694,driverID383,0,17,17,0
driverStandID48840,raceID694,driverID360,1,15,15,0
driverStandID48839,raceID694,driverID304,10,6,6,0
driverStandID48838,raceID694,driverID341,9,7,7,1
driverStandID48837,raceID694,driverID356,30,1,1,3
driverStandID48836,raceID694,driverID374,2,13,13,0
driverStandID48835,raceID694,driverID346,0,22,22,0
driverStandID48834,raceID694,driverID358,11,5,5,0
driverStandID48833,raceID694,driverID373,7,8,8,0
driverStandID48832,raceID694,driverID347,0,16,16,0
driverStandID48831,raceID694,driverID389,0,20,20,0
driverStandID48830,raceID694,driverID386,2,11,11,0
driverStandID48829,raceID694,driverID396,3,10,10,0
driverStandID48828,raceID694,driverID289,14,2,2,0
driverStandID48827,raceID694,driverID385,11,4,4,0
driverStandID48826,raceID694,driverID328,12,3,3,1
driverStandID48878,raceID695,driverID375,0,25,25,0
driverStandID48877,raceID695,driverID401,0,27,27,0
driverStandID48876,raceID695,driverID400,0,22,22,0
driverStandID48875,raceID695,driverID388,0,18,18,0
driverStandID48874,raceID695,driverID345,0,24,24,0
driverStandID48873,raceID695,driverID278,0,20,20,0
driverStandID48872,raceID695,driverID399,1,14,14,0
driverStandID48871,raceID695,driverID387,6,9,9,0
driverStandID48870,raceID695,driverID398,0,26,26,0
driverStandID48869,raceID695,driverID397,0,19,19,0
driverStandID48868,raceID695,driverID364,2,11,11,0
driverStandID48867,raceID695,driverID383,0,17,17,0
driverStandID48866,raceID695,driverID360,1,15,15,0
driverStandID48865,raceID695,driverID304,10,7,7,0
driverStandID48864,raceID695,driverID341,15,3,3,1
driverStandID48863,raceID695,driverID356,39,1,1,4
driverStandID48862,raceID695,driverID374,2,13,13,0
driverStandID48861,raceID695,driverID346,0,23,23,0
driverStandID48860,raceID695,driverID358,15,4,4,0
driverStandID48859,raceID695,driverID373,7,8,8,0
driverStandID48858,raceID695,driverID347,0,16,16,0
driverStandID48857,raceID695,driverID389,0,21,21,0
driverStandID48856,raceID695,driverID386,2,12,12,0
driverStandID48855,raceID695,driverID396,3,10,10,0
driverStandID48854,raceID695,driverID289,17,2,2,0
driverStandID48853,raceID695,driverID385,12,6,6,0
driverStandID48852,raceID695,driverID328,14,5,5,1
driverStandID48908,raceID696,driverID403,0,30,30,0
driverStandID48907,raceID696,driverID394,0,26,26,0
driverStandID48906,raceID696,driverID402,0,23,23,0
driverStandID48905,raceID696,driverID375,9,9,9,1
driverStandID48904,raceID696,driverID401,0,29,29,0
driverStandID48903,raceID696,driverID400,0,24,24,0
driverStandID48902,raceID696,driverID388,0,19,19,0
driverStandID48901,raceID696,driverID345,0,27,27,0
driverStandID48900,raceID696,driverID278,0,21,21,0
driverStandID48899,raceID696,driverID399,1,16,16,0
driverStandID48898,raceID696,driverID387,12,7,7,0
driverStandID48897,raceID696,driverID398,0,28,28,0
driverStandID48896,raceID696,driverID397,0,20,20,0
driverStandID48895,raceID696,driverID364,2,13,13,0
driverStandID48894,raceID696,driverID383,1,15,15,0
driverStandID48893,raceID696,driverID360,1,17,17,0
driverStandID48892,raceID696,driverID304,14,6,6,0
driverStandID48891,raceID696,driverID341,15,4,4,1
driverStandID48890,raceID696,driverID356,39,1,1,4
driverStandID48889,raceID696,driverID374,4,11,11,0
driverStandID48888,raceID696,driverID346,0,25,25,0
driverStandID48887,raceID696,driverID358,18,2,2,0
driverStandID48886,raceID696,driverID373,7,10,10,0
driverStandID48885,raceID696,driverID347,0,18,18,0
driverStandID48884,raceID696,driverID389,0,22,22,0
driverStandID48883,raceID696,driverID386,2,14,14,0
driverStandID48882,raceID696,driverID396,3,12,12,0
driverStandID48881,raceID696,driverID289,17,3,3,0
driverStandID48880,raceID696,driverID385,12,8,8,0
driverStandID48879,raceID696,driverID328,14,5,5,1
driverStandID48940,raceID697,driverID405,0,29,29,0
driverStandID48939,raceID697,driverID404,0,26,26,0
driverStandID48938,raceID697,driverID403,0,32,32,0
driverStandID48937,raceID697,driverID394,0,28,28,0
driverStandID48936,raceID697,driverID402,0,24,24,0
driverStandID48935,raceID697,driverID375,9,10,10,1
driverStandID48934,raceID697,driverID401,0,31,31,0
driverStandID48933,raceID697,driverID400,0,25,25,0
driverStandID48932,raceID697,driverID388,0,21,21,0
driverStandID48931,raceID697,driverID345,0,27,27,0
driverStandID48930,raceID697,driverID278,0,22,22,0
driverStandID48929,raceID697,driverID399,1,19,19,0
driverStandID48928,raceID697,driverID387,12,8,8,0
driverStandID48927,raceID697,driverID398,0,30,30,0
driverStandID48926,raceID697,driverID397,1,18,18,0
driverStandID48925,raceID697,driverID364,2,15,15,0
driverStandID48924,raceID697,driverID383,1,17,17,0
driverStandID48923,raceID697,driverID360,3,14,14,0
driverStandID48922,raceID697,driverID304,14,7,7,0
driverStandID48921,raceID697,driverID341,19,3,3,1
driverStandID48920,raceID697,driverID356,39,1,1,4
driverStandID48919,raceID697,driverID374,4,11,11,0
driverStandID48918,raceID697,driverID346,3,13,13,0
driverStandID48917,raceID697,driverID358,22,2,2,0
driverStandID48916,raceID697,driverID373,16,5,5,1
driverStandID48915,raceID697,driverID347,0,20,20,0
driverStandID48914,raceID697,driverID389,0,23,23,0
driverStandID48913,raceID697,driverID386,2,16,16,0
driverStandID48912,raceID697,driverID396,3,12,12,0
driverStandID48911,raceID697,driverID289,17,4,4,0
driverStandID48910,raceID697,driverID385,12,9,9,0
driverStandID48909,raceID697,driverID328,14,6,6,1
driverStandID48973,raceID698,driverID382,0,30,30,0
driverStandID48972,raceID698,driverID405,0,22,22,0
driverStandID48971,raceID698,driverID404,0,27,27,0
driverStandID48970,raceID698,driverID403,0,33,33,0
driverStandID48969,raceID698,driverID394,0,29,29,0
driverStandID48968,raceID698,driverID402,0,25,25,0
driverStandID48967,raceID698,driverID375,9,10,10,1
driverStandID48966,raceID698,driverID401,0,32,32,0
driverStandID48965,raceID698,driverID400,0,26,26,0
driverStandID48964,raceID698,driverID388,0,21,21,0
driverStandID48963,raceID698,driverID345,0,28,28,0
driverStandID48962,raceID698,driverID278,0,23,23,0
driverStandID48961,raceID698,driverID399,1,20,20,0
driverStandID48960,raceID698,driverID387,12,8,8,0
driverStandID48959,raceID698,driverID398,0,31,31,0
driverStandID48958,raceID698,driverID397,1,17,17,0
driverStandID48957,raceID698,driverID364,4,12,12,0
driverStandID48956,raceID698,driverID383,1,19,19,0
driverStandID48955,raceID698,driverID360,3,16,16,0
driverStandID48954,raceID698,driverID304,18,4,4,0
driverStandID48953,raceID698,driverID341,28,2,2,2
driverStandID48952,raceID698,driverID356,42,1,1,4
driverStandID48951,raceID698,driverID374,4,13,13,0
driverStandID48950,raceID698,driverID346,3,15,15,0
driverStandID48949,raceID698,driverID358,22,3,3,0
driverStandID48948,raceID698,driverID373,16,6,6,1
driverStandID48947,raceID698,driverID347,1,18,18,0
driverStandID48946,raceID698,driverID389,0,24,24,0
driverStandID48945,raceID698,driverID386,5,11,11,0
driverStandID48944,raceID698,driverID396,3,14,14,0
driverStandID48943,raceID698,driverID289,17,5,5,0
driverStandID48942,raceID698,driverID385,12,9,9,0
driverStandID48941,raceID698,driverID328,14,7,7,1
driverStandID51056,raceID699,driverID417,0,31,31,0
driverStandID51055,raceID699,driverID416,0,30,30,0
driverStandID51054,raceID699,driverID415,0,29,29,0
driverStandID51053,raceID699,driverID293,0,28,28,0
driverStandID51052,raceID699,driverID334,0,27,27,0
driverStandID51051,raceID699,driverID414,0,26,26,0
driverStandID51050,raceID699,driverID413,0,25,25,0
driverStandID51049,raceID699,driverID412,0,24,24,0
driverStandID51048,raceID699,driverID411,0,23,23,0
driverStandID51047,raceID699,driverID410,0,22,22,0
driverStandID51046,raceID699,driverID409,0,21,21,0
driverStandID51045,raceID699,driverID364,0,20,20,0
driverStandID51044,raceID699,driverID340,0,19,19,0
driverStandID51043,raceID699,driverID358,0,18,18,0
driverStandID51042,raceID699,driverID347,0,17,17,0
driverStandID51041,raceID699,driverID383,0,16,16,0
driverStandID51040,raceID699,driverID385,0,15,15,0
driverStandID51039,raceID699,driverID407,0,14,14,0
driverStandID51038,raceID699,driverID368,0,13,13,0
driverStandID51037,raceID699,driverID380,0,12,12,0
driverStandID51036,raceID699,driverID408,0,11,11,0
driverStandID51035,raceID699,driverID362,0,10,10,0
driverStandID51034,raceID699,driverID406,0,9,9,0
driverStandID51033,raceID699,driverID356,0,8,8,0
driverStandID51032,raceID699,driverID346,0,7,7,0
driverStandID51031,raceID699,driverID328,1,6,6,0
driverStandID51030,raceID699,driverID360,2,5,5,0
driverStandID51029,raceID699,driverID374,3,4,4,0
driverStandID51028,raceID699,driverID289,4,3,3,0
driverStandID51027,raceID699,driverID341,6,2,2,0
driverStandID51026,raceID699,driverID373,9,1,1,1
driverStandID51092,raceID700,driverID386,0,22,22,0
driverStandID51091,raceID700,driverID305,0,21,21,0
driverStandID51090,raceID700,driverID405,0,20,20,0
driverStandID51089,raceID700,driverID370,0,19,19,0
driverStandID51088,raceID700,driverID304,0,11,11,0
driverStandID51087,raceID700,driverID417,0,36,36,0
driverStandID51086,raceID700,driverID416,0,35,35,0
driverStandID51085,raceID700,driverID415,0,34,34,0
driverStandID51084,raceID700,driverID293,0,33,33,0
driverStandID51083,raceID700,driverID334,0,32,32,0
driverStandID51082,raceID700,driverID414,0,31,31,0
driverStandID51081,raceID700,driverID413,0,30,30,0
driverStandID51080,raceID700,driverID412,0,29,29,0
driverStandID51079,raceID700,driverID411,0,28,28,0
driverStandID51078,raceID700,driverID410,0,27,27,0
driverStandID51077,raceID700,driverID409,0,26,26,0
driverStandID51076,raceID700,driverID364,0,25,25,0
driverStandID51075,raceID700,driverID340,0,24,24,0
driverStandID51074,raceID700,driverID358,0,23,23,0
driverStandID51073,raceID700,driverID347,0,9,9,0
driverStandID51072,raceID700,driverID383,0,13,13,0
driverStandID51071,raceID700,driverID385,6,4,4,0
driverStandID51070,raceID700,driverID407,0,18,18,0
driverStandID51069,raceID700,driverID368,0,17,17,0
driverStandID51068,raceID700,driverID380,0,16,16,0
driverStandID51067,raceID700,driverID408,0,15,15,0
driverStandID51066,raceID700,driverID362,0,14,14,0
driverStandID51065,raceID700,driverID406,0,12,12,0
driverStandID51064,raceID700,driverID356,0,10,10,0
driverStandID51063,raceID700,driverID346,1,8,8,0
driverStandID51062,raceID700,driverID328,5,5,5,0
driverStandID51061,raceID700,driverID360,4,6,6,0
driverStandID51060,raceID700,driverID374,3,7,7,0
driverStandID51059,raceID700,driverID289,13,1,1,1
driverStandID51058,raceID700,driverID341,9,3,3,0
driverStandID51057,raceID700,driverID373,9,2,2,1
driverStandID51131,raceID701,driverID418,0,26,26,0
driverStandID51130,raceID701,driverID404,0,21,21,0
driverStandID51129,raceID701,driverID376,0,20,20,0
driverStandID51128,raceID701,driverID386,1,10,10,0
driverStandID51127,raceID701,driverID305,0,27,27,0
driverStandID51126,raceID701,driverID405,0,25,25,0
driverStandID51125,raceID701,driverID370,0,23,23,0
driverStandID51124,raceID701,driverID304,0,12,12,0
driverStandID51123,raceID701,driverID417,0,39,39,0
driverStandID51122,raceID701,driverID416,0,38,38,0
driverStandID51121,raceID701,driverID415,0,37,37,0
driverStandID51120,raceID701,driverID293,0,36,36,0
driverStandID51119,raceID701,driverID334,0,35,35,0
driverStandID51118,raceID701,driverID414,0,34,34,0
driverStandID51117,raceID701,driverID413,0,33,33,0
driverStandID51116,raceID701,driverID412,0,32,32,0
driverStandID51115,raceID701,driverID411,0,31,31,0
driverStandID51114,raceID701,driverID410,0,30,30,0
driverStandID51113,raceID701,driverID409,0,29,29,0
driverStandID51112,raceID701,driverID364,0,15,15,0
driverStandID51111,raceID701,driverID340,0,28,28,0
driverStandID51110,raceID701,driverID358,0,17,17,0
driverStandID51109,raceID701,driverID347,0,11,11,0
driverStandID51108,raceID701,driverID383,0,14,14,0
driverStandID51107,raceID701,driverID385,6,6,6,0
driverStandID51106,raceID701,driverID407,0,24,24,0
driverStandID51105,raceID701,driverID368,0,22,22,0
driverStandID51104,raceID701,driverID380,0,19,19,0
driverStandID51103,raceID701,driverID408,0,18,18,0
driverStandID51102,raceID701,driverID362,0,16,16,0
driverStandID51101,raceID701,driverID406,0,13,13,0
driverStandID51100,raceID701,driverID356,3,8,8,0
driverStandID51099,raceID701,driverID346,1,9,9,0
driverStandID51098,raceID701,driverID328,11,3,3,0
driverStandID51097,raceID701,driverID360,8,5,5,0
driverStandID51096,raceID701,driverID374,3,7,7,0
driverStandID51095,raceID701,driverID289,15,2,2,1
driverStandID51094,raceID701,driverID341,9,4,4,0
driverStandID51093,raceID701,driverID373,18,1,1,2
driverStandID51171,raceID702,driverID278,0,25,25,0
driverStandID51170,raceID702,driverID418,0,27,27,0
driverStandID51169,raceID702,driverID404,0,21,21,0
driverStandID51168,raceID702,driverID376,0,20,20,0
driverStandID51167,raceID702,driverID386,1,11,11,0
driverStandID51166,raceID702,driverID305,0,28,28,0
driverStandID51165,raceID702,driverID405,0,26,26,0
driverStandID51164,raceID702,driverID370,0,23,23,0
driverStandID51163,raceID702,driverID304,3,9,9,0
driverStandID51162,raceID702,driverID417,0,40,40,0
driverStandID51161,raceID702,driverID416,0,39,39,0
driverStandID51160,raceID702,driverID415,0,38,38,0
driverStandID51159,raceID702,driverID293,0,37,37,0
driverStandID51158,raceID702,driverID334,0,36,36,0
driverStandID51157,raceID702,driverID414,0,35,35,0
driverStandID51156,raceID702,driverID413,0,34,34,0
driverStandID51155,raceID702,driverID412,0,33,33,0
driverStandID51154,raceID702,driverID411,0,32,32,0
driverStandID51153,raceID702,driverID410,0,31,31,0
driverStandID51152,raceID702,driverID409,0,30,30,0
driverStandID51151,raceID702,driverID364,0,15,15,0
driverStandID51150,raceID702,driverID340,0,29,29,0
driverStandID51149,raceID702,driverID358,0,17,17,0
driverStandID51148,raceID702,driverID347,0,12,12,0
driverStandID51147,raceID702,driverID383,0,13,13,0
driverStandID51146,raceID702,driverID385,6,6,6,0
driverStandID51145,raceID702,driverID407,0,24,24,0
driverStandID51144,raceID702,driverID368,0,22,22,0
driverStandID51143,raceID702,driverID380,0,19,19,0
driverStandID51142,raceID702,driverID408,0,18,18,0
driverStandID51141,raceID702,driverID362,0,16,16,0
driverStandID51140,raceID702,driverID406,0,14,14,0
driverStandID51139,raceID702,driverID356,3,8,8,0
driverStandID51138,raceID702,driverID346,2,10,10,0
driverStandID51137,raceID702,driverID328,17,3,3,0
driverStandID51136,raceID702,driverID360,8,5,5,0
driverStandID51135,raceID702,driverID374,3,7,7,0
driverStandID51134,raceID702,driverID289,17,2,2,1
driverStandID51133,raceID702,driverID341,13,4,4,0
driverStandID51132,raceID702,driverID373,27,1,1,3
driverStandID51215,raceID703,driverID422,0,35,35,0
driverStandID51214,raceID703,driverID421,0,34,34,0
driverStandID51213,raceID703,driverID419,0,30,30,0
driverStandID51212,raceID703,driverID420,0,20,20,0
driverStandID51211,raceID703,driverID278,0,27,27,0
driverStandID51210,raceID703,driverID418,0,21,21,0
driverStandID51209,raceID703,driverID404,0,24,24,0
driverStandID51208,raceID703,driverID376,0,22,22,0
driverStandID51207,raceID703,driverID386,1,12,12,0
driverStandID51206,raceID703,driverID305,0,29,29,0
driverStandID51205,raceID703,driverID405,0,28,28,0
driverStandID51204,raceID703,driverID370,0,23,23,0
driverStandID51203,raceID703,driverID304,3,9,9,0
driverStandID51202,raceID703,driverID417,0,44,44,0
driverStandID51201,raceID703,driverID416,0,43,43,0
driverStandID51200,raceID703,driverID415,0,42,42,0
driverStandID51199,raceID703,driverID293,0,41,41,0
driverStandID51198,raceID703,driverID334,0,40,40,0
driverStandID51197,raceID703,driverID414,0,39,39,0
driverStandID51196,raceID703,driverID413,0,38,38,0
driverStandID51195,raceID703,driverID412,0,37,37,0
driverStandID51194,raceID703,driverID411,0,36,36,0
driverStandID51193,raceID703,driverID410,0,33,33,0
driverStandID51192,raceID703,driverID409,0,32,32,0
driverStandID51191,raceID703,driverID364,1,11,11,0
driverStandID51190,raceID703,driverID340,0,31,31,0
driverStandID51189,raceID703,driverID358,0,18,18,0
driverStandID51188,raceID703,driverID347,0,13,13,0
driverStandID51187,raceID703,driverID383,0,15,15,0
driverStandID51186,raceID703,driverID385,6,6,6,0
driverStandID51185,raceID703,driverID407,0,26,26,0
driverStandID51184,raceID703,driverID368,0,25,25,0
driverStandID51183,raceID703,driverID380,0,14,14,0
driverStandID51182,raceID703,driverID408,0,19,19,0
driverStandID51181,raceID703,driverID362,0,17,17,0
driverStandID51180,raceID703,driverID406,0,16,16,0
driverStandID51179,raceID703,driverID356,3,8,8,0
driverStandID51178,raceID703,driverID346,2,10,10,0
driverStandID51177,raceID703,driverID328,19,3,3,0
driverStandID51176,raceID703,driverID360,8,5,5,0
driverStandID51175,raceID703,driverID374,6,7,7,0
driverStandID51174,raceID703,driverID289,23,2,2,1
driverStandID51173,raceID703,driverID341,17,4,4,0
driverStandID51172,raceID703,driverID373,36,1,1,4
driverStandID51259,raceID704,driverID422,0,35,35,0
driverStandID51258,raceID704,driverID421,0,34,34,0
driverStandID51257,raceID704,driverID419,0,30,30,0
driverStandID51256,raceID704,driverID420,0,21,21,0
driverStandID51255,raceID704,driverID278,0,27,27,0
driverStandID51254,raceID704,driverID418,0,23,23,0
driverStandID51253,raceID704,driverID404,0,17,17,0
driverStandID51252,raceID704,driverID376,0,24,24,0
driverStandID51251,raceID704,driverID386,2,12,12,0
driverStandID51250,raceID704,driverID305,0,29,29,0
driverStandID51249,raceID704,driverID405,0,28,28,0
driverStandID51248,raceID704,driverID370,0,22,22,0
driverStandID51247,raceID704,driverID304,5,9,9,0
driverStandID51246,raceID704,driverID417,0,44,44,0
driverStandID51245,raceID704,driverID416,0,43,43,0
driverStandID51244,raceID704,driverID415,0,42,42,0
driverStandID51243,raceID704,driverID293,0,41,41,0
driverStandID51242,raceID704,driverID334,0,40,40,0
driverStandID51241,raceID704,driverID414,0,39,39,0
driverStandID51240,raceID704,driverID413,0,38,38,0
driverStandID51239,raceID704,driverID412,0,37,37,0
driverStandID51238,raceID704,driverID411,0,36,36,0
driverStandID51237,raceID704,driverID410,0,33,33,0
driverStandID51236,raceID704,driverID409,0,32,32,0
driverStandID51235,raceID704,driverID364,5,8,8,0
driverStandID51234,raceID704,driverID340,0,31,31,0
driverStandID51233,raceID704,driverID358,0,19,19,0
driverStandID51232,raceID704,driverID347,0,13,13,0
driverStandID51231,raceID704,driverID383,0,15,15,0
driverStandID51230,raceID704,driverID385,6,6,6,0
driverStandID51229,raceID704,driverID407,0,26,26,0
driverStandID51228,raceID704,driverID368,0,25,25,0
driverStandID51227,raceID704,driverID380,0,14,14,0
driverStandID51226,raceID704,driverID408,0,20,20,0
driverStandID51225,raceID704,driverID362,0,18,18,0
driverStandID51224,raceID704,driverID406,0,16,16,0
driverStandID51223,raceID704,driverID356,3,10,10,0
driverStandID51222,raceID704,driverID346,2,11,11,0
driverStandID51221,raceID704,driverID328,25,3,3,0
driverStandID51220,raceID704,driverID360,8,5,5,0
driverStandID51219,raceID704,driverID374,6,7,7,0
driverStandID51218,raceID704,driverID289,26,2,2,1
driverStandID51217,raceID704,driverID341,17,4,4,0
driverStandID51216,raceID704,driverID373,45,1,1,5
driverStandID51305,raceID705,driverID424,0,33,33,0
driverStandID51304,raceID705,driverID423,0,28,28,0
driverStandID51303,raceID705,driverID422,0,37,37,0
driverStandID51302,raceID705,driverID421,0,36,36,0
driverStandID51301,raceID705,driverID419,0,31,31,0
driverStandID51300,raceID705,driverID420,0,21,21,0
driverStandID51299,raceID705,driverID278,0,27,27,0
driverStandID51298,raceID705,driverID418,0,16,16,0
driverStandID51297,raceID705,driverID404,0,19,19,0
driverStandID51296,raceID705,driverID376,0,24,24,0
driverStandID51295,raceID705,driverID386,2,13,13,0
driverStandID51294,raceID705,driverID305,0,30,30,0
driverStandID51293,raceID705,driverID405,0,29,29,0
driverStandID51292,raceID705,driverID370,0,23,23,0
driverStandID51291,raceID705,driverID304,5,10,10,0
driverStandID51290,raceID705,driverID417,0,46,46,0
driverStandID51289,raceID705,driverID416,0,45,45,0
driverStandID51288,raceID705,driverID415,0,44,44,0
driverStandID51287,raceID705,driverID293,0,43,43,0
driverStandID51286,raceID705,driverID334,0,42,42,0
driverStandID51285,raceID705,driverID414,0,41,41,0
driverStandID51284,raceID705,driverID413,0,40,40,0
driverStandID51283,raceID705,driverID412,0,39,39,0
driverStandID51282,raceID705,driverID411,0,38,38,0
driverStandID51281,raceID705,driverID410,0,35,35,0
driverStandID51280,raceID705,driverID409,0,34,34,0
driverStandID51279,raceID705,driverID364,9,5,5,0
driverStandID51278,raceID705,driverID340,0,32,32,0
driverStandID51277,raceID705,driverID358,3,11,11,0
driverStandID51276,raceID705,driverID347,0,14,14,0
driverStandID51275,raceID705,driverID383,0,17,17,0
driverStandID51274,raceID705,driverID385,7,7,7,0
driverStandID51273,raceID705,driverID407,0,26,26,0
driverStandID51272,raceID705,driverID368,0,25,25,0
driverStandID51271,raceID705,driverID380,0,15,15,0
driverStandID51270,raceID705,driverID408,0,22,22,0
driverStandID51269,raceID705,driverID362,0,20,20,0
driverStandID51268,raceID705,driverID406,0,18,18,0
driverStandID51267,raceID705,driverID356,5,9,9,0
driverStandID51266,raceID705,driverID346,2,12,12,0
driverStandID51265,raceID705,driverID328,25,3,3,0
driverStandID51264,raceID705,driverID360,8,6,6,0
driverStandID51263,raceID705,driverID374,6,8,8,0
driverStandID51262,raceID705,driverID289,30,2,2,1
driverStandID51261,raceID705,driverID341,17,4,4,0
driverStandID51260,raceID705,driverID373,54,1,1,6
driverStandID51355,raceID706,driverID426,0,40,40,0
driverStandID51354,raceID706,driverID394,0,37,37,0
